timestamp,$50.99 or below,$51 to 51.99,$52 to 52.99,$53 to 53.99,$54 to 54.99,$55 to 55.99,$56 to 56.99,$57 to 57.99,$58 to 58.99,$59 to 59.99,$60 to 60.99,$61 to 61.99,$62 to 62.99,$63 to 63.99,$64 to 64.99,$65 to 65.99,$66 to 66.99,$67 to 67.99,$68.0 or above
2026-02-10T17:00:00Z,3.00,2.02,4.00,4.00,,,1.00,1.00,3.00,4.00,6.00,9.09,9.62,24.03,30.79,12.12,10.00,6.00,8.46
2026-02-10T18:00:00Z,1.00,2.02,4.00,4.00,,,1.00,1.00,3.00,4.00,6.00,9.09,9.62,31.00,33.05,12.77,9.00,7.00,8.46
2026-02-10T19:00:00Z,1.00,2.02,4.00,4.00,,,1.00,1.00,3.00,4.00,6.00,9.09,9.00,38.20,34.34,12.77,9.00,7.00,8.46
2026-02-10T20:00:00Z,1.00,2.02,4.00,4.00,,,1.00,1.00,3.00,4.00,6.00,10.00,9.00,26.81,34.34,12.77,9.00,7.00,8.46
2026-02-10T21:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,2.81,3.80,6.47,6.48,28.83,29.79,10.61,5.88,6.00,8.00
2026-02-10T22:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.10,3.00,5.42,7.41,32.91,32.93,13.08,4.00,6.00,7.02
2026-02-10T23:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,3.00,5.00,6.29,42.38,27.62,12.06,4.58,6.00,7.00
2026-02-11T00:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,3.00,7.18,6.00,28.19,28.41,13.42,4.00,6.00,7.00
2026-02-11T01:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,3.00,11.00,6.00,28.19,28.08,13.28,4.00,6.00,7.00
2026-02-11T02:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,3.00,11.00,10.00,28.19,30.03,14.41,4.00,6.00,7.00
2026-02-11T03:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,3.00,10.65,8.00,24.00,31.63,14.88,4.00,6.00,7.00
2026-02-11T04:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,3.00,7.40,8.00,24.00,30.22,14.88,4.00,6.00,7.00
2026-02-11T05:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,3.00,7.40,8.00,24.00,32.96,14.88,4.50,6.00,7.00
2026-02-11T06:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,3.00,7.40,8.00,24.00,32.96,15.00,4.50,6.00,7.00
2026-02-11T07:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,3.00,7.40,9.00,21.00,31.00,14.37,4.50,6.00,7.00
2026-02-11T08:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,4.00,7.40,9.00,21.00,31.00,11.00,5.00,6.00,7.00
2026-02-11T09:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,4.00,7.40,9.00,16.85,31.75,15.00,7.71,6.00,7.00
2026-02-11T10:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,4.00,7.40,9.00,16.85,32.00,15.00,7.71,6.00,7.00
2026-02-11T11:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,4.00,7.40,9.00,16.85,28.00,11.00,7.71,6.00,7.00
2026-02-11T12:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,4.00,7.40,9.00,13.56,28.00,16.65,7.71,6.00,7.00
2026-02-11T13:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,4.00,7.40,9.00,11.26,32.00,18.00,8.50,6.00,7.00
2026-02-11T14:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,4.00,7.40,9.00,18.20,32.15,18.97,10.00,6.00,7.00
2026-02-11T15:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,4.00,7.40,9.00,18.20,25.15,17.00,12.65,7.78,9.39
2026-02-11T16:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,4.00,7.40,9.00,18.20,30.20,19.45,15.44,7.78,7.33
2026-02-11T17:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,4.00,7.40,9.00,14.20,30.74,20.00,15.44,9.69,7.33
2026-02-11T18:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,4.00,8.00,9.00,14.20,32.99,18.61,14.96,9.69,7.00
2026-02-11T19:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,4.00,8.00,9.00,18.13,34.07,21.00,14.96,9.69,7.00
2026-02-11T20:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,2.00,5.85,5.80,20.07,33.00,21.12,8.66,6.33,5.00
2026-02-11T21:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,2.00,5.85,5.80,15.19,26.84,20.91,8.66,6.33,5.00
2026-02-11T22:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,2.00,2.63,4.24,17.35,32.09,23.10,13.00,6.33,4.60
2026-02-11T23:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,2.00,2.63,4.24,15.79,32.78,24.00,10.00,8.00,7.32
2026-02-12T00:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,2.00,2.63,4.24,15.79,32.78,28.58,9.80,5.00,6.65
2026-02-12T01:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,2.00,2.63,4.24,20.99,30.69,24.86,9.80,5.00,6.65
2026-02-12T02:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,2.00,2.63,1.96,22.66,32.00,28.00,9.80,5.00,6.65
2026-02-12T03:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,2.00,2.63,2.00,18.96,32.24,27.68,9.80,7.00,6.65
2026-02-12T04:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,2.00,2.63,2.00,18.96,33.15,28.81,9.80,7.00,6.65
2026-02-12T05:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,2.00,2.63,2.00,19.29,30.16,28.98,8.12,7.00,6.65
2026-02-12T06:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,1.11,7.42,2.74,25.28,32.78,27.60,10.27,3.00,7.83
2026-02-12T07:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,1.11,7.42,2.74,26.66,37.72,27.47,10.27,3.00,7.83
2026-02-12T08:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,1.11,7.42,2.74,26.66,42.00,27.77,10.27,3.00,7.83
2026-02-12T11:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,1.00,3.00,2.00,23.16,42.71,26.00,5.16,3.33,3.00
2026-02-12T12:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,1.00,3.00,2.00,23.16,44.00,28.00,5.16,3.33,3.00
2026-02-12T13:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,1.00,2.22,1.88,17.76,53.73,24.17,4.80,3.00,3.15
2026-02-12T14:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,1.00,3.00,1.00,15.36,43.48,24.81,4.00,1.00,5.75
2026-02-12T15:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,1.00,3.00,3.07,40.41,29.28,24.51,4.00,1.00,5.75
2026-02-12T16:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,1.00,11.83,12.67,45.21,25.39,16.89,4.00,1.00,5.13
2026-02-12T17:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,2.60,11.83,27.53,31.00,20.75,9.44,4.00,1.00,3.00
2026-02-12T18:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,6.00,11.00,34.72,28.42,15.69,9.44,4.00,1.00,1.08
2026-02-12T19:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,1.00,6.00,16.69,29.57,28.42,15.57,4.40,2.81,1.00,1.08
2026-02-12T20:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,2.72,7.61,19.15,32.46,25.77,13.54,3.00,1.00,1.00,1.08
2026-02-12T21:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.00,2.72,7.61,19.15,27.16,30.61,17.33,5.67,1.00,1.00,1.08
2026-02-12T22:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.64,3.20,5.61,14.52,30.33,32.48,18.63,5.67,2.00,1.00,1.32
2026-02-12T23:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.64,3.20,5.61,14.52,26.91,34.00,15.81,5.00,2.00,1.00,1.32
2026-02-13T00:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.64,3.20,5.61,13.67,32.34,33.00,19.00,5.00,2.11,1.00,1.32
2026-02-13T01:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.64,3.20,5.61,11.43,32.65,33.00,17.24,5.00,2.11,1.00,1.32
2026-02-13T02:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.64,3.20,5.61,13.85,31.88,32.94,13.84,3.51,1.00,1.00,1.00
2026-02-13T03:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.64,3.20,5.61,13.85,32.00,33.00,13.84,3.51,1.00,1.00,1.00
2026-02-13T04:00:00Z,1.86,1.00,4.00,4.00,,,1.00,1.00,1.64,3.20,5.61,13.16,32.44,32.86,8.65,3.51,1.00,1.00,1.00
2026-02-13T05:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.64,3.20,3.00,13.16,39.82,33.00,6.87,3.51,1.00,1.00,1.00
2026-02-13T06:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.64,3.20,3.00,20.04,41.98,28.17,5.37,3.51,1.00,1.00,1.00
2026-02-13T07:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.64,1.37,2.83,39.45,40.51,25.68,3.78,2.87,1.00,1.00,1.00
2026-02-13T08:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.64,1.09,2.00,36.33,45.00,25.68,2.37,2.00,1.09,1.09,1.00
2026-02-13T09:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.64,1.00,3.58,35.86,47.13,22.00,2.00,2.00,1.00,1.00,1.00
2026-02-13T10:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.64,1.00,3.58,34.95,45.66,28.62,2.00,3.00,1.00,1.00,1.00
2026-02-13T11:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.64,1.00,3.58,34.95,48.83,31.98,2.00,3.00,1.00,1.00,1.00
2026-02-13T12:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.64,1.00,3.58,34.95,49.00,22.53,5.00,3.00,1.00,1.00,1.00
2026-02-13T13:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.64,1.00,4.00,30.07,51.02,29.42,5.00,3.00,1.00,1.00,1.00
2026-02-13T14:00:00Z,1.00,1.00,4.00,4.00,,,1.00,1.00,1.64,1.00,4.00,24.72,42.00,33.52,5.48,2.00,1.00,1.00,1.00
2026-02-13T15:00:00Z,1.00,1.00,1.00,4.00,,,1.00,1.00,1.64,1.00,4.00,31.36,41.80,18.25,3.45,2.00,1.00,1.00,1.00
2026-02-13T16:00:00Z,1.00,1.00,1.00,4.00,,,1.00,1.00,1.64,1.00,2.00,14.19,46.44,18.43,1.85,1.00,1.00,1.00,1.00
2026-02-13T17:00:00Z,1.00,1.00,1.00,4.00,,,1.00,1.00,1.64,1.00,2.00,20.09,50.01,25.34,1.59,1.19,1.00,1.00,1.00
2026-02-13T18:00:00Z,1.00,1.00,1.00,4.00,,,1.00,1.00,1.64,1.00,2.00,11.13,42.47,32.68,2.04,1.19,1.00,1.00,1.00
2026-02-13T19:00:00Z,1.00,1.00,1.00,4.00,,,1.00,1.00,1.64,1.00,3.15,7.68,27.26,58.83,3.62,1.00,1.00,1.00,1.00
2026-02-13T20:00:00Z,1.00,1.00,1.00,4.00,,,1.00,1.00,1.64,1.00,3.15,3.87,70.52,24.21,1.61,1.00,1.00,1.00,1.00
