timestamp,$50.99 or below,$51 to 51.99,$52 to 52.99,$53 to 53.99,$54 to 54.99,$55 to 55.99,$56 to 56.99,$57 to 57.99,$58 to 58.99,$59 to 59.99,$60 to 60.99,$61 to 61.99,$62 to 62.99,$63 to 63.99,$64.0 or above
2025-12-01T20:00:00Z,,,,,,,,,22.00,22.00,,,,,
2025-12-01T23:00:00Z,,,,,,,,,22.00,22.00,,,,,
2025-12-02T03:00:00Z,,,,,,,,,22.00,23.00,,,,,
2025-12-02T15:00:00Z,,,,,,,,,22.00,23.00,20.00,,,,
2025-12-02T16:00:00Z,,4.00,,,,,,,22.00,23.00,20.00,,,,
2025-12-02T19:00:00Z,,4.00,,,,,,,22.00,23.00,20.00,,,,
2025-12-02T20:00:00Z,,4.00,,,,,,,22.00,24.00,20.00,4.00,,,
2025-12-03T01:00:00Z,,4.00,,,,,,,25.00,24.23,20.00,4.00,,,
2025-12-03T02:00:00Z,,4.00,,,,,,,26.00,25.00,20.00,4.00,,,
2025-12-03T04:00:00Z,,4.00,,,,,,,26.00,25.00,20.00,9.00,,,
2025-12-03T05:00:00Z,,4.00,,,,,,,26.00,25.00,20.00,2.00,,,
2025-12-03T06:00:00Z,,4.00,,,,,,,26.00,25.00,20.00,2.00,,,
2025-12-03T07:00:00Z,,4.00,,,,,,,27.00,25.00,20.00,2.00,,,
2025-12-03T12:00:00Z,,4.00,,,,,,,27.00,27.45,20.00,2.00,,,
2025-12-03T16:00:00Z,,4.00,,,,,,,28.00,29.00,20.00,2.00,,,
2025-12-03T17:00:00Z,,4.00,,,,,,,28.00,30.96,20.00,2.00,,,
2025-12-03T19:00:00Z,,4.00,,,,,,,28.00,32.00,20.00,2.00,,,
2025-12-03T21:00:00Z,,4.00,,,,,,,28.00,32.00,20.00,2.00,,,
2025-12-04T02:00:00Z,,4.00,,,,,,20.00,28.00,32.00,20.00,2.00,,,
2025-12-04T03:00:00Z,,4.00,,,,,,20.00,28.00,33.00,20.00,2.00,,,
2025-12-04T04:00:00Z,,4.00,,,,,,20.00,28.00,32.52,20.00,2.00,,,
2025-12-04T05:00:00Z,,4.00,,,,,,20.00,28.00,35.00,20.00,2.00,,,
2025-12-04T06:00:00Z,,4.00,,,,,,20.00,28.00,27.00,19.00,2.00,,,
2025-12-04T07:00:00Z,,4.00,,,,,,20.00,28.00,35.12,19.00,2.00,,,
2025-12-04T08:00:00Z,,4.00,,,,,,20.00,28.00,37.00,19.00,2.00,,,
2025-12-04T17:00:00Z,,4.00,,,,,,20.00,28.00,43.00,19.00,2.00,,,
2025-12-04T20:00:00Z,,4.00,,,,,,20.00,21.00,46.00,36.85,2.00,,,
2025-12-04T22:00:00Z,,4.00,,,,,,20.00,21.00,37.18,36.85,2.00,,,
2025-12-05T01:00:00Z,,4.00,,,,,,20.00,21.00,37.18,36.85,2.00,,4.00,
2025-12-05T03:00:00Z,,4.00,,,,,,5.00,28.00,50.00,36.85,2.00,,4.00,
2025-12-05T04:00:00Z,,4.00,,,,,,5.00,28.00,51.16,36.85,2.00,,4.00,
2025-12-05T05:00:00Z,,4.00,,,,,,5.00,28.00,45.00,36.85,2.00,,4.00,
2025-12-05T07:00:00Z,,4.00,,,,,,5.00,28.00,56.00,36.85,2.00,,4.00,
2025-12-05T10:00:00Z,,4.00,,,,,,5.00,28.00,60.00,36.85,2.00,,4.00,
2025-12-05T13:00:00Z,,4.00,,,,,,5.00,13.00,60.00,13.00,2.00,,4.00,
2025-12-05T14:00:00Z,,4.00,,,,,,5.00,11.00,64.67,13.00,2.00,,4.00,
2025-12-05T20:00:00Z,,4.00,,,,,,5.00,11.00,95.00,13.00,2.00,,4.00,
