timestamp,$52.99 or below,$53 to 53.99,$54 to 54.99,$55 to 55.99,$56 to 56.99,$57 to 57.99,$58 to 58.99,$59 to 59.99,$60 to 60.99,$61 to 61.99,$62 to 62.99,$63 to 63.99,$64 to 64.99,$65 to 65.99,$66.0 or above
2025-11-15T05:00:00Z,,,,,,,,,,18.00,,,,,
2025-11-15T18:00:00Z,,,,,,,,,20.00,18.00,,,,,
2025-11-15T19:00:00Z,,,,,,,,,20.00,18.00,,,,,
2025-11-16T05:00:00Z,,,,,,,,,20.00,18.00,,,,,
2025-11-16T22:00:00Z,,,,,,,,20.00,20.00,18.00,,,,,
2025-11-17T02:00:00Z,,,,,,,,22.00,20.00,18.00,,,,,
2025-11-17T03:00:00Z,,,,,,,,22.00,20.00,18.00,,,,,
2025-11-17T05:00:00Z,,,,,,,,22.00,13.00,18.00,,,,,
2025-11-17T12:00:00Z,,,,,,,,23.00,13.00,18.00,,,,,
2025-11-17T22:00:00Z,,,,,,15.00,,23.00,13.00,18.00,,,,,
2025-11-18T00:00:00Z,,,,,,15.00,,25.00,13.00,18.00,,,,,
2025-11-18T01:00:00Z,,,,5.00,,15.00,,25.00,13.00,18.00,,,,,
2025-11-18T15:00:00Z,,,,5.00,,15.00,23.00,26.00,13.00,18.00,,,,,
2025-11-19T01:00:00Z,,,,5.00,,15.00,15.00,26.00,13.00,18.00,,,,,
2025-11-19T04:00:00Z,,,,5.00,,15.00,15.00,25.00,13.00,18.00,,,,,
2025-11-19T09:00:00Z,,,,5.00,,15.00,15.00,25.00,27.00,18.00,,,,,
2025-11-19T12:00:00Z,,,,5.00,,15.00,15.00,25.00,27.00,23.00,,,,,
2025-11-19T17:00:00Z,,,,5.00,,8.00,15.00,25.00,27.00,6.00,,,,,
2025-11-19T19:00:00Z,,,,5.00,,8.00,28.00,25.00,27.00,6.00,,,,,
2025-11-20T00:00:00Z,,,,5.00,,7.00,28.00,25.00,27.00,6.00,,,,,
2025-11-20T03:00:00Z,,,,5.00,,7.00,28.00,25.00,27.00,6.00,,,,,
2025-11-20T16:00:00Z,,,,5.00,,7.00,28.00,25.00,26.00,6.00,,,,,
2025-11-20T21:00:00Z,,,,5.00,6.00,7.00,28.00,25.00,26.00,6.00,,,,,
2025-11-20T22:00:00Z,,,,5.00,6.00,15.00,28.00,25.00,26.00,6.00,,,,,
2025-11-21T20:00:00Z,,,,5.00,90.00,15.00,28.00,25.00,26.00,6.00,,,,,
