timestamp,$50.99 or below,$51 to 51.99,$52 to 52.99,$53 to 53.99,$54 to 54.99,$55 to 55.99,$56 to 56.99,$57 to 57.99,$58 to 58.99,$59 to 59.99,$60 to 60.99,$61 to 61.99,$62 to 62.99,$63 to 63.99,$64.0 or above
2025-11-22T04:00:00Z,,,,,,,,19.00,,,,,,,
2025-11-22T22:00:00Z,,,,,,,,19.00,,,,,,,
2025-11-23T07:00:00Z,,,,,,,,20.00,,,,,,,
2025-11-23T21:00:00Z,,,,,,,,20.00,,,15.00,,,,
2025-11-24T03:00:00Z,,,,,,,,21.00,,,15.00,,,,
2025-11-24T10:00:00Z,,4.00,,,,,,21.00,21.00,,15.00,,,,
2025-11-24T13:00:00Z,,4.00,,,,,,21.00,22.00,,15.00,,,,
2025-11-24T21:00:00Z,,4.00,,,,,,21.00,22.00,,19.00,13.00,,,
2025-11-25T04:00:00Z,,4.00,,,,,,21.00,23.48,,19.00,13.00,,,
2025-11-25T08:00:00Z,,5.00,,,,,,21.00,23.48,,19.00,13.00,,,
2025-11-25T09:00:00Z,,5.00,4.00,,,,,21.00,23.48,,19.00,13.00,,,
2025-11-26T06:00:00Z,,5.00,4.00,,,,,25.00,23.48,,19.00,13.00,,,
2025-11-26T07:00:00Z,,6.00,4.00,,,,,25.00,26.00,21.00,14.00,13.00,,,
2025-11-26T09:00:00Z,,6.00,4.00,,,,,26.00,26.00,20.00,14.00,13.00,,,
2025-11-26T10:00:00Z,,6.00,4.00,,,,,26.00,26.00,20.00,14.00,13.00,,,
2025-11-26T11:00:00Z,,6.00,4.00,,,,,26.00,26.00,20.00,14.00,13.00,,,
2025-11-26T14:00:00Z,,6.00,4.00,,,,,27.00,26.00,20.00,14.00,13.00,,,
2025-11-26T16:00:00Z,,6.00,4.00,,,,13.00,27.00,26.00,20.00,14.00,13.00,,,
2025-11-26T22:00:00Z,,6.00,4.00,,,6.00,13.88,27.00,30.00,20.00,14.00,13.00,,,
2025-11-26T23:00:00Z,,6.00,4.00,,,6.00,13.88,26.00,30.00,20.00,14.00,13.00,,,
2025-11-27T00:00:00Z,,6.00,4.00,,,6.00,13.88,26.00,30.00,20.00,14.00,13.00,,,
2025-11-27T01:00:00Z,,6.00,4.00,,,6.00,13.88,26.00,31.00,20.00,14.00,13.00,,,
2025-11-27T05:00:00Z,,6.00,4.00,,,6.00,13.88,26.00,33.00,20.00,14.00,13.00,,,
2025-11-27T07:00:00Z,,6.00,5.00,4.00,,6.00,13.88,28.00,34.00,20.00,14.00,13.00,,,
2025-11-27T14:00:00Z,,6.00,5.00,4.00,,6.00,13.88,28.00,29.75,20.00,14.00,13.00,,,
2025-11-27T15:00:00Z,,6.00,5.00,4.00,,6.00,13.88,28.00,36.00,20.00,14.00,13.00,,,
2025-11-27T17:00:00Z,,6.00,5.00,4.00,,6.00,13.88,28.00,35.00,20.00,14.00,13.00,,,
2025-11-27T19:00:00Z,,6.00,5.00,4.00,,6.00,13.88,28.00,36.00,35.00,14.00,13.00,,,
2025-11-27T20:00:00Z,,6.00,5.00,4.00,,6.00,13.88,15.00,36.00,35.00,14.00,13.00,,,
2025-11-27T22:00:00Z,,6.00,5.00,4.00,,6.00,13.88,15.00,29.18,35.00,14.00,13.00,,,
2025-11-28T01:00:00Z,,6.00,5.00,4.00,,6.00,13.88,15.00,38.53,35.00,14.00,13.00,,,
2025-11-28T03:00:00Z,,6.00,5.00,4.00,,6.00,13.88,15.00,40.54,35.00,14.00,13.00,,,
2025-11-28T05:00:00Z,,6.00,5.00,4.00,,6.00,13.88,15.00,40.82,35.00,16.00,13.00,,,
2025-11-28T06:00:00Z,,6.00,5.00,4.00,,6.00,13.88,15.00,35.03,35.00,16.00,13.00,,,
2025-11-28T07:00:00Z,,6.00,4.00,4.00,,6.00,13.88,1.00,35.03,44.00,16.00,13.00,,,
2025-11-28T08:00:00Z,,6.00,4.00,4.00,,6.00,13.88,1.00,35.00,36.00,16.00,4.00,,,
2025-11-28T11:00:00Z,,6.00,4.00,4.00,,6.00,13.88,1.00,35.00,48.00,16.00,4.00,,,
2025-11-28T12:00:00Z,,6.00,4.00,4.00,,6.00,13.88,1.00,35.00,50.00,16.00,4.00,,,
2025-11-28T17:00:00Z,,6.00,4.00,4.00,,6.00,13.88,1.00,35.00,50.00,16.00,4.00,,,
