timestamp,$50.99 or below,$51 to 51.99,$52 to 52.99,$53 to 53.99,$54 to 54.99,$55 to 55.99,$56 to 56.99,$57 to 57.99,$58 to 58.99,$59 to 59.99,$60 to 60.99,$61 to 61.99,$62 to 62.99,$63 to 63.99,$64.0 or above
2026-01-18T18:00:00Z,1.00,97.75,1.00,1.00,3.00,5.00,5.50,7.75,11.50,8.50,5.50,4.00,1.75,1.75,3.25
2026-01-18T19:00:00Z,1.00,97.75,1.00,1.00,3.00,5.00,5.50,7.75,38.00,8.50,5.50,4.00,1.75,1.75,3.25
2026-01-18T20:00:00Z,1.00,4.11,1.00,1.00,3.00,5.00,5.50,7.75,38.00,29.98,5.50,4.00,1.75,1.75,3.25
2026-01-18T21:00:00Z,1.00,4.11,1.00,1.00,3.00,5.00,5.50,7.75,31.00,29.98,9.00,4.00,1.75,1.75,3.25
2026-01-18T22:00:00Z,3.09,4.11,1.00,1.00,3.00,5.00,24.14,28.90,30.45,29.43,25.22,4.00,1.75,1.75,3.25
2026-01-18T23:00:00Z,3.09,4.11,2.00,2.00,3.00,5.00,24.14,30.00,30.45,33.10,27.00,19.77,1.75,1.75,3.25
2026-01-19T00:00:00Z,3.09,2.00,2.00,2.00,3.00,7.97,11.93,15.10,18.69,18.23,25.18,19.77,10.34,3.00,4.75
2026-01-19T01:00:00Z,3.00,3.00,3.00,3.00,4.00,5.00,11.93,15.10,21.98,18.66,15.45,8.00,10.34,4.00,6.39
2026-01-19T02:00:00Z,3.00,3.00,3.00,3.00,4.00,5.00,11.93,15.10,18.48,19.36,15.65,7.75,10.34,4.00,6.39
2026-01-19T03:00:00Z,3.00,3.00,3.00,3.00,4.00,5.00,11.93,15.10,22.00,20.44,16.73,7.75,10.34,4.00,5.72
2026-01-19T04:00:00Z,3.00,3.00,3.00,3.00,4.00,5.00,8.27,10.62,22.00,22.84,15.90,7.75,10.34,4.00,7.05
2026-01-19T05:00:00Z,3.79,3.79,3.79,4.23,4.00,6.00,8.00,10.62,22.33,23.92,15.90,7.75,10.34,4.00,7.05
