timestamp,$50.99 or below,$51 to 51.99,$52 to 52.99,$53 to 53.99,$54 to 54.99,$55 to 55.99,$56 to 56.99,$57 to 57.99,$58 to 58.99,$59 to 59.99,$60 to 60.99,$61 to 61.99,$62 to 62.99,$63 to 63.99,$64.0 or above
2026-01-24T22:00:00Z,,,,,,,,11.00,,,,,,,
2026-01-24T23:00:00Z,,,,,,,,2.83,13.00,,,16.00,14.65,,
2026-01-25T00:00:00Z,,,,,,,,2.83,13.00,,15.00,15.00,14.00,,
2026-01-25T02:00:00Z,,,,,,,,2.83,13.00,,15.00,12.50,15.83,,19.00
2026-01-25T03:00:00Z,,,,,,,,2.83,13.00,14.71,15.00,15.00,15.83,,24.00
2026-01-25T05:00:00Z,,,,,,,,2.83,13.00,15.00,15.00,15.94,15.83,,24.00
2026-01-25T06:00:00Z,,,,,,,,2.83,13.00,15.00,15.00,16.00,15.83,,24.00
2026-01-25T07:00:00Z,,,,,,,,2.83,13.00,15.00,15.00,14.00,15.83,,21.10
2026-01-25T08:00:00Z,,,,,,,,2.83,13.00,15.00,16.00,14.00,15.83,,21.10
2026-01-25T09:00:00Z,,,,,,,,2.83,13.00,15.00,16.00,16.44,15.83,,21.10
2026-01-25T12:00:00Z,,,,,,,,2.83,13.00,15.00,16.00,16.44,16.00,,22.44
2026-01-25T13:00:00Z,,,,,,,,2.83,13.00,15.00,16.00,17.00,16.00,,22.44
2026-01-25T14:00:00Z,,,,,,,,2.83,11.00,15.00,16.00,17.00,16.00,,22.44
2026-01-25T15:00:00Z,,,,,,,,2.83,11.00,15.00,17.00,17.00,16.00,,23.00
2026-01-25T16:00:00Z,,,,1.00,2.00,2.00,4.00,5.00,11.00,14.79,13.00,14.00,16.00,9.85,19.00
2026-01-25T17:00:00Z,,,,1.00,2.00,2.00,4.00,5.00,12.00,16.00,17.00,14.00,16.00,9.85,19.00
2026-01-25T18:00:00Z,,,,1.00,2.00,2.00,4.00,5.00,12.00,16.00,16.00,17.10,17.00,13.00,19.00
2026-01-25T19:00:00Z,,,,2.00,2.00,2.00,7.24,5.00,11.76,14.31,13.00,17.87,15.00,8.00,16.47
2026-01-25T20:00:00Z,,,,2.00,2.00,2.00,7.24,5.00,11.76,14.31,12.81,17.87,15.00,8.00,21.00
2026-01-25T21:00:00Z,,,,2.00,2.00,2.00,7.24,5.00,11.76,14.31,12.81,17.00,15.00,8.00,21.00
2026-01-25T22:00:00Z,,,,2.00,2.00,2.00,7.24,5.00,11.76,15.00,16.00,17.96,16.47,13.00,21.71
2026-01-25T23:00:00Z,,,,2.00,2.00,2.00,7.24,5.00,11.76,15.00,16.00,18.00,16.47,13.00,21.71
2026-01-26T00:00:00Z,,,,1.00,2.00,2.00,7.24,5.00,12.00,15.00,15.95,19.00,18.00,13.00,13.45
